0       0        
198.628      5       0       0
R       0       0
R   0.000   0.000
R   0.083   0.000
R   0.167   0.000
R   0.250   0.000
R   0.333   0.000
R   0.417   0.000
R   0.500   0.000
R   0.583   0.000
R   0.667   0.000
R   0.750   0.000
R   0.833   0.000
R   0.917   0.000
R   1.000   0.000
R   1.083   0.000
R   1.167   0.000
R   1.250   0.000
R   1.333   0.000
R   1.417   0.000
R   1.500   0.000
R   1.583   0.000
R   1.667   0.000
R   1.750   0.000
R   1.833   0.000
R   1.917   0.000
R   2.000   0.000
R   2.083   0.000
R   2.167   0.000
R   2.250   0.000
R   2.333   0.000
R   2.417   0.000
R   2.500   0.000
R   2.583   0.000
R   2.667   0.000
R   2.750   0.000
R   2.833   0.000
R   2.917   0.000
R   3.000   0.000
R   3.083   0.000
R   3.167   0.000
R   3.250   0.000
R   3.333   0.000
R   3.417   0.000
R   3.500   0.000
R   3.583   0.000
R   3.667   0.000
R   3.750   0.000
R   3.833   0.000
R   3.917   0.000
R   4.000   0.000
R   4.083   0.000
R   4.167   0.000
R   4.250   0.000
R   4.333   0.000
R   4.417   0.000
R   4.500   0.000
R   4.583   0.000
R   4.667   0.000
R   4.750   0.000
R   4.833   0.000
R   4.917   0.000
R   5.000   0.000
R   5.083   0.000
R   5.167   0.000
R   5.250   0.000
R   5.333   0.000
R   5.417   0.000
R   5.500   0.000
R   5.583   0.000
R   5.667   0.000
R   5.750   0.000
R   5.833   0.000
R   5.917   0.000
R   6.000   0.000
R   6.083   0.000
R   6.167   0.000
R   6.250   0.000
R   6.333   0.000
R   6.417   0.000
R   6.500   0.000
R   6.583   0.000
R   6.667   0.000
R   6.750   0.000
R   6.833   0.000
R   6.917   0.000
R   7.000   0.000
R   7.083   0.000
R   7.167   0.000
R   7.250   0.000
R   7.333   0.000
R   7.417   0.000
R   7.500   0.000
R   7.583   0.000
R   7.667   0.000
R   7.750   0.000
R   7.833   0.000
R   7.917   0.000
R   8.000   0.000
R   8.083   0.000
R   8.167   0.000
R   8.250   0.000
R   8.333   0.000
R   8.417   0.000
R   8.500   0.000
R   8.583   0.000
R   8.667   0.000
R   8.750   0.000
R   8.833   0.000
R   8.917   0.000
R   9.000   0.000
R   9.083   0.000
R   9.167   0.000
R   9.250   0.000
R   9.333   0.000
R   9.417   0.000
R   9.500   0.000
R   9.583   0.000
R   9.667   0.000
R   9.750   0.000
R   9.833   0.000
R   9.917   0.000
R  10.000   0.000
R  10.083   0.000
R  10.167   0.000
R  10.250   0.000
R  10.333   0.000
R  10.417   0.000
R  10.500   0.000
R  10.583   0.000
R  10.667   0.000
R  10.750   0.000
R  10.833   0.000
R  10.917   0.000
R  11.000   0.000
R  11.083   0.000
R  11.167   0.000
R  11.250   0.000
R  11.333   0.000
R  11.417   0.000
R  11.500   0.006
R  11.583   0.008
R  11.667   0.009
R  11.750   0.009
R  11.833   0.009
R  11.917   0.009
R  12.000   0.009
R  12.083   0.009
R  12.167   0.009
R  12.250   0.009
R  12.333   0.009
R  12.417   0.009
R  12.500   0.009
R  12.583   0.009
R  12.667   0.009
R  12.750   0.009
R  12.833   0.009
R  12.917   0.009
R  13.000   0.009
R  13.083   0.009
R  13.167   0.009
R  13.250   0.009
R  13.333   0.009
R  13.417   0.009
R  13.500   0.009
R  13.583   0.009
R  13.667   0.009
R  13.750   0.009
R  13.833   0.009
R  13.917   0.009
R  14.000   0.009
R  14.083   0.009
R  14.167   0.009
R  14.250   0.009
R  14.333   0.009
R  14.417   0.009
R  14.500   0.009
R  14.583   0.009
R  14.667   0.009
R  14.750   0.009
R  14.833   0.009
R  14.917   0.009
R  15.000   0.009
R  15.083   0.009
R  15.167   0.009
R  15.250   0.009
R  15.333   0.009
R  15.417   0.009
R  15.500   0.009
R  15.583   0.009
R  15.667   0.009
R  15.750   0.009
R  15.833   0.009
R  15.917   0.009
R  16.000   0.009
R  16.083   0.009
R  16.167   0.009
R  16.250   0.009
R  16.333   0.009
R  16.417   0.009
R  16.500   0.009
R  16.583   0.009
R  16.667   0.009
R  16.750   0.009
R  16.833   0.009
R  16.917   0.009
R  17.000   0.009
R  17.083   0.009
R  17.167   0.009
R  17.250   0.009
R  17.333   0.009
R  17.417   0.009
R  17.500   0.009
R  17.583   0.009
R  17.667   0.009
R  17.750   0.009
R  17.833   0.009
R  17.917   0.009
R  18.000   0.009
R  18.083   0.009
R  18.167   0.009
R  18.250   0.009
R  18.333   0.009
R  18.417   0.009
R  18.500   0.009
R  18.583   0.009
R  18.667   0.009
R  18.750   0.009
R  18.833   0.009
R  18.917   0.009
R  19.000   0.009
R  19.083   0.009
R  19.167   0.009
R  19.250   0.009
R  19.333   0.009
R  19.417   0.009
R  19.500   0.009
R  19.583   0.009
R  19.667   0.009
R  19.750   0.009
R  19.833   0.009
R  19.917   0.009
R  20.000   0.009
R  20.083   0.009
R  20.167   0.009
R  20.250   0.009
R  20.333   0.009
R  20.417   0.009
R  20.500   0.009
R  20.583   0.009
R  20.667   0.009
R  20.750   0.009
R  20.833   0.009
R  20.917   0.009
R  21.000   0.009
R  21.083   0.009
R  21.167   0.009
R  21.250   0.009
R  21.333   0.009
R  21.417   0.009
R  21.500   0.009
R  21.583   0.009
R  21.667   0.009
R  21.750   0.009
R  21.833   0.009
R  21.917   0.009
R  22.000   0.009
R  22.083   0.009
R  22.167   0.009
R  22.250   0.009
R  22.333   0.009
R  22.417   0.009
R  22.500   0.009
R  22.583   0.009
R  22.667   0.009
R  22.750   0.009
R  22.833   0.009
R  22.917   0.009
R  23.000   0.009
R  23.083   0.009
R  23.167   0.009
R  23.250   0.009
R  23.333   0.009
R  23.417   0.009
R  23.500   0.009
R  23.583   0.009
R  23.667   0.009
R  23.750   0.009
R  23.833   0.009
R  23.917   0.009
R  24.000   0.009
R  24.083   0.009
R  24.167   0.009
R  24.250   0.009
R  24.333   0.009
R  24.417   0.009
R  24.500   0.009
R  24.583   0.009
R  24.667   0.009
R  24.750   0.009
R  24.833   0.009
R  24.917   0.009
R  25.000   0.009
R  25.083   0.009
R  25.167   0.009
R  25.250   0.009
R  25.333   0.009
R  25.417   0.009
R  25.500   0.009
R  25.583   0.009
R  25.667   0.009
R  25.750   0.009
R  25.833   0.009
R  25.917   0.009
R  26.000   0.009
R  26.083   0.009
R  26.167   0.009
R  26.250   0.009
R  26.333   0.009
R  26.417   0.009
R  26.500   0.009
R  26.583   0.009
R  26.667   0.009
R  26.750   0.009
R  26.833   0.009
R  26.917   0.009
R  27.000   0.009
R  27.083   0.009
R  27.167   0.009
R  27.250   0.009
R  27.333   0.009
R  27.417   0.009
R  27.500   0.009
R  27.583   0.009
R  27.667   0.009
R  27.750   0.009
R  27.833   0.009
R  27.917   0.009
R  28.000   0.009
R  28.083   0.009
R  28.167   0.009
R  28.250   0.009
R  28.333   0.009
R  28.417   0.009
R  28.500   0.009
R  28.583   0.009
R  28.667   0.009
R  28.750   0.009
R  28.833   0.009
R  28.917   0.009
R  29.000   0.009
R  29.083   0.009
R  29.167   0.009
R  29.250   0.009
R  29.333   0.009
R  29.417   0.009
R  29.500   0.009
R  29.583   0.009
R  29.667   0.009
R  29.750   0.009
R  29.833   0.009
R  29.917   0.009
R  30.000   0.009
R  30.083   0.009
R  30.167   0.009
R  30.250   0.009
R  30.333   0.009
R  30.417   0.009
R  30.500   0.009
R  30.583   0.009
R  30.667   0.009
R  30.750   0.009
R  30.833   0.009
R  30.917   0.009
R  31.000   0.009
R  31.083   0.009
R  31.167   0.009
R  31.250   0.009
R  31.333   0.009
R  31.417   0.009
R  31.500   0.009
R  31.583   0.009
R  31.667   0.009
R  31.750   0.009
R  31.833   0.009
R  31.917   0.009
R  32.000   0.009
R  32.083   0.009
R  32.167   0.009
R  32.250   0.009
R  32.333   0.009
R  32.417   0.009
R  32.500   0.009
R  32.583   0.009
R  32.667   0.009
R  32.750   0.009
R  32.833   0.009
R  32.917   0.009
R  33.000   0.009
R  33.083   0.009
R  33.167   0.009
R  33.250   0.009
R  33.333   0.009
R  33.417   0.009
R  33.500   0.009
R  33.583   0.009
R  33.667   0.009
R  33.750   0.009
R  33.833   0.009
R  33.917   0.009
R  34.000   0.009
R  34.083   0.009
R  34.167   0.009
R  34.250   0.009
R  34.333   0.009
R  34.417   0.009
R  34.500   0.009
R  34.583   0.009
R  34.667   0.009
R  34.750   0.009
R  34.833   0.009
R  34.917   0.009
R  35.000   0.009
R  35.083   0.009
R  35.167   0.009
R  35.250   0.009
R  35.333   0.009
R  35.417   0.009
R  35.500   0.009
R  35.583   0.009
R  35.667   0.009
R  35.750   0.009
R  35.833   0.009
R  35.917   0.009
R  36.000   0.009
R  36.083   0.009
R  36.167   0.009
R  36.250   0.009
R  36.333   0.009
R  36.417   0.009
R  36.500   0.009
R  36.583   0.009
R  36.667   0.009
R  36.750   0.009
R  36.833   0.009
R  36.917   0.009
R  37.000   0.009
R  37.083   0.009
R  37.167   0.009
R  37.250   0.009
R  37.333   0.009
R  37.417   0.009
R  37.500   0.009
R  37.583   0.012
R  37.667   0.012
R  37.750   0.012
R  37.833   0.012
R  37.917   0.012
R  38.000   0.012
R  38.083   0.012
